628:65,2193,2464,2876,6527,6691,14887,19173,19877,27858
632:70,1152,1360,2068,2686,3011,5184,6049,11780,39872
633:22,58,162,182,273,294,2751,13112,56020,80894
634:1344,3425,4544,4839,6306,6367,27253,36880,50573,51408
646:58,70,76,162,190,199,335,385,546,564
666:6,17,32,194,201,224,616,888,6153,88808
667:8,17,40,61,2374,4028,18937,25613,33471,63205
669:96,7129,8724,10909,11302,11683,58789,59552,88786,95276
678:8,58,135,162,182,268,273,294,302,3438
680:22,58,2318,2751,2798,5586,13112,39326,56020,80894
681:13,87,1462,1589,3288,5841,6683,44826,59928,62986
682:57,76,84,117,378,595,731,1462,2379,3423
683:1810,2312,3215,13398,14170,16941,45168,49270,60224,91660
684:17,58,70,98,749,1462,2379,8724,26904,36428
715:81,247,710,1418,3034,4313,12706,16331,20214,52432
716:17,76,1064,1651,2579,3058,3558,12226,30529,44421
741:40,533,1462,2379,2631,3423,3593,4508,5956,9313
750:3,6,8,10,14,15,18,22,32,37
754:17,23,40,58,61,273,294,429,654,2318
756:11,76,106,168,564,3098,3148,4067,6708,6759
757:17,40,76,98,335,963,8504,43345,49212,50078
758:15,65,76,81,103,254,730,1344,25949,101903
763:17,22,190,236,493,910,2751,13112,56020,80894
773:17,46,363,2547,3772,4858,10891,11751,13794,15580
774:6,8,17,32,40,54,61,76,94,146
775:3,22,40,58,76,94,157,612,1102,3148
782:3,8,32,119,481,500,899,7145,26744,100244
784:17,22,94,101,162,182,273,294,429,3148
793:30,105,118,124,143,199,236,678,1734,3428
803:17,182,224,394,1410,3435,11467,11486,14711,20809
813:70,81,138,151,254,2881,45428,51725,70531,100663
815:18,21,58,65,162,182,273,294,710,5308
817:21,65,219,616,710,1353,3148,3261,6708,6759
818:236,1462,2379,3423,4017,4194,8283,22871,88915,89740
823:17,81,1462,2379,3423,4017,8283,22871,88915,89740
825:3,8,40,58,94,162,182,616,1102,1357
833:8,22,58,65,70,162,2751,13112,56020,80894
835:22,58,162,182,2751,3176,13112,56020,80894,105614
838:1187,2832,4052,6345,14272,15508,22301,40505,46317,51785
844:39,58,12451,55080,72587,86694,92813,94508,117825,120937
850:76,508,2598,2680,2885,3201,6503,10652,43587,86125
856:3,6,10,18,40,162,182,273,294,429
857:81,135,947,953,1131,2656,3409,4751,8275,8446
874:10,13,25,29,41,80,98,107,117,119
891:17,96,3676,3701,3715,3880,4095,4493,4766,4818
899:58,70,385,875,891,2881,45428,51725,70531,100663
900:17,226,294,483,4326,4453,4802,6879,55503,105795
911:13,283,1410,2715,2917,3501,4334,5783,8227,11623
918:3,39,58,84,236,385,3092,3150,5113,11379
925:986,1143,2139,3813,4121,5145,13120,22506,39840,81114
926:3,21,40,65,146,157,710,1353,1996,3148
937:22,58,162,182,273,409,2751,13112,56020,80894
949:
964:17,58,76,84,162,302,395,495,749,2403
970:76,361,669,2139,3809,5623,14638,30782,31563,114383
977:15,17,22,45,94,162,182,273,294,409
981:741,780,1205,1471,1476,2140,3288,4588,5841,6683
982:76,84,162,182,394,2647,6330,33376,59808,115176
984:17,32,58,70,288,402,508,656,873,4308
992:385,1476,2660,3011,3092,6049,24510,39872,42412,112573
993:385,3092,3148,4067,4108,4372,13531,33124,48850,56795
998:3,22,58,875,1955,2131,2751,13112,56020,80894
1000:3,45,58,135,162,168,182,273,294,1400
1007:8,21,65,135,190,322,1021,1346,5586,39326
1027:1462,2379,3423,4017,4194,4935,8283,22871,88915,89740
1028:17,135,224,294,345,947,953,3148,3176,105614
1044:6,17,58,162,182,273,294,866,2566,4247
1045:22,135,168,1400,1528,2103,2751,13112,56020,80894
1049:298,669,1462,2379,3251,3423,7844,16246,38231,53892
1068:70,787,947,981,1326,1852,3956,8252,12301,30708
1069:3,21,76,84,612,1102,2751,13112,56020,80894
1070:3,15,17,58,162,182,273,294,3176,105614
1082:6,15,21,39,48,65,162,710,1353,1996
1083:2381,87651
1088:58,86,138,162,182,273,294,301,767,3148
1094:6,58,116,182,861,901,1103,3148,6708,6759
1116:18,508,952,1086,3311,6043,30147,57865,104644,114994
1121:262,2275,4357,8839,12505,14574,15334,15386,49044,113179
1125:3,14,18,58,61,76,84,162,182,302
1127:8,15,45,58,65,70,73,81,138,5308
1132:287,650,892,1558,2318,2583,2798,3584,24724,118487
1133:39,40,61,146,162,236,776,1960,2470,3148
1140:8,22,29,39,58,65,2751,13112,56020,80894
1141:2635,3011,4802,6049,6879,7335,7626,39872,52233,67106
1148:29,356,533,574,4600,4976,7355,22287,39852,41870
1153:15,17,22,23,58,162,182,273,294,3148
1163:
1166:3,32,58,70,76,81,138,151,238,363
1172:8,15,17,23,45,48,58,65,73,385
1192:3,17,21,22,58,76,2751,13112,56020,80894
1204:1272,3299,4862,5606,5892,6208,8401,16955,22320,72964
1208:636,2415,2496,4974,5993,6604,11591,32997,44698,52238
1209:8,1462,2379,3423,4017,4194,8283,22871,88915,89740
1234:533,1462,2379,3423,4017,4194,8283,22871,88915,89740
1236:219,409,952,1109,2874,3403,13461,35267,92408,115633
1245:224,294,530,554,658,1262,2374,3088,4137,4268
1263:3,11,17,58,76,84,106,182,302,3058
1267:32,138,224,239,463,2500,4621,4717,8650,80255
1269:17,94,357,450,1127,6421,7860,8187,24649,61137
1288:32,302,409,2494,4774,12559,44065,46024,83948,111117
1295:21,61,182,273,294,409,2566,3876,9381,13518
1296:385,2318,2798,3092,24724,35947,38682,48762,52131,118487
1302:17,40,162,182,273,294,409,611,3098,12093
1305:48,155,327,363,899,931,8261,21224,26350,54284
1342:81,238,1476,2292,2333,2381,2436,2547,33741,87651
1382:40,94,128,131,287,1163,2500,2881,2935,5959
1389:76,669,866,34017,39007,40188,50272,50911,56478,65268
1391:197,866,3145,3336,23794,49279,54657,106026,114926,118359
1397:8,571,669,1262,2894,3425,5481,10660,16246,29639
1402:11,18,21,65,616,710,952,1086,1353,3438
1405:2139,24737,35699,40337,42434,61949,66248,72922,111140,118600
1407:3544,4023,9381,13518,17165,18393,20892,31769,35305,67498
1408:658,2401,2589,3850,4023,8554,8692,11543,12361,19648
1409:162,273,294,371,409,429,1527,2904,3148,4372
1412:302,5970,6974,14411,14642,17516,24610,41476,68061,112723
1413:6,14,15,32,40,93,146,157,221,353
1418:81,116,135,182,303,654,861,3148,6708,6759
1419:17,29,58,301,302,357,564,654,736,3223
1420:22,3148,6708,6759,11486,30710,37602,53575,62595,72250
1427:15,17,84,162,182,273,294,409,612,1102
1430:8,17,29,58,84,168,273,302,363,2596
1431:18,21,39,952,1086,2566,3098,3876,7905,12093
1435:18,22,40,61,94,146,947,2751,3176,105614
1437:224,385,591,616,2550,3092,4063,14382,31741,75109
1441:669,873,7266,23300,28153,49309,49537,52753,84138,93485
1447:6,8,15,17,58,95,131,165,208,220
1448:17,97,875,1825,4238,13349,28504,35686,78527,84878
1457:18,21,65,364,508,616,710,1353,5810,6145
1458:10,13,15,17,25,48,54,60,98,117
1469:18,40,947,952,953,1131,1402,3148,3176,105614
1477:58,70,1152,2068,2500,2686,3060,5184,5997,11780
1486:76,168,225,372,402,416,564,877,931,1560
1490:58,3003,3150,3266,4063,11379,12451,55080,72587,86694
1491:22,2194,2407,2751,2804,3484,8261,13112,56020,80894
1500:3,18,29,58,65,76,162,273,294,429
1503:58,224,3148,6708,6759,30710,37602,53575,62595,72250
1517:955,2265,16761,20554,27116,53202,78412,91100,91634,110158
1518:76,361,669,1747,1749,2139,2241,3498,11884,88371
1535:15,22,25,30,32,37,44,58,70,162
1551:3,21,65,135,162,273,612,616,1357,1476
1552:2660,10910,17779,24510,39128,42412,77409,112074,112573,115104
1553:238,302,322,1276,2318,2798,3438,27295,66332,112934
1559:22,2751,5775,7165,8783,9557,13112,35660,56020,80894
1560:3,15,17,58,65,76,84,162,182,302
1561:3,6,11,15,17,18,21,37,45,58
1562:39,162,3148,6708,6759,30710,37602,53575,62595,72250
1569:81,140,157,380,533,1131,3276,58998,74583,108376
1570:17,209,236,859,1180,1600,2937,4405,5888,6704
1588:1633,2312,2881,3898,4697,5595,45428,51725,70531,100663
1589:22,276,327,398,500,668,2500,2602,3138,4996
1591:39997
1601:5149,5567,9162,31169,47513,60079,73141,93885,104823,114211
1602:3,8,1678,2345,2451,2983,3034,4120,4440,25109
1629:22,135,285,348,986,1152,2068,2579,3176,105614
1634:862,1326,4117,4292,5767,6050,53672,69714,96010,102224
1642:3,40,58,76,302,612,3176,3438,27295,105614
1653:875,1955,2131,2928,3176,3584,7875,29701,105614,120890
1654:22,40,94,157,221,353,2751,13112,56020,80894
1655:22,162,182,273,2566,2751,3876,13112,56020,80894
1668:3,22,40,76,84,94,146,612,616,2415
1681:6,17,32,39,236,542,734,776,901,4108
1703:22,72,226,298,760,901,1152,2068,2606,2881
1721:81,1147,2390,4305,5606,11135,21038,28084,34708,116966
1727:22,1446,3098,5210,5254,13660,20756,31976,45010,59582
1728:781,931,4231,5923,9443,15178,45365,57367,95788,105894
1745:385,2318,2798,3092,4063,6353,24724,33022,103728,118487
1746:17,86,138,301,787,1245,1462,4067,13531,22317
1751:8,40,58,65,76,84,190,206,1127,1539
1756:8,225,226,363,364,378,873,3584,29701,120890
1758:22,385,1696,2751,3092,11992,13112,56020,67999,80894
1761:17,262,901,11612,13897,21464,24040,35784,47048,80770
1767:239,931,3148,6708,6759,30710,37602,53575,62595,72250
1779:8636
1780:3,17,58,81,176,301,361,5326,20162,56307
1783:8,17,21,65,76,135,710,1353,1996,8261
1787:3,15,29,45,73,182,273,294,409,669
1788:669,2733,4348,5361,6033,7322,16246,58156,65176,119435
1794:3,8,22,58,162,182,2751,13112,56020,80894
1796:18,40,61,65,146,157,221,224,952,1086
1803:698,875,1955,2131,2928,5143,5941,7875,78634,96741
1820:875,891,3196,5627,9458,13049,13669,39699,41679,75059
1821:76,86,135,138,301,754,1245,1272,1462,2401
1822:8,17,22,23,40,61,94,135,146,168
1823:21,182,273,294,409,429,2566,3148,6708,6759
1840:21,45,65,135,168,616,1400,1528,2103,3148
1841:1462,2379,3423,4017,4176,4194,8283,22871,88915,89740
1842:18,168,3176,4754,5997,7426,13416,13694,65915,105614
1850:8,10,29,931,2565,2832,3181,21224,26350,54284
1853:70,176,254,357,358,2312,5595,31760,83566,104354
1854:3,17,76,84,135,182,273,294,409,429
1862:18,21,65,70,81,138,151,267,306,616
1880:616,2647,3435,6330,9104,24162,33376,59808,88862,115176
1883:3,40,58,61,70,81,273,294,409,429
1890:298,394,931,1539,3713,7844,25710,27026,38231,53892
1891:17,30,81,302,654,696,8261,8334,9023,56219
1893:3,15,22,45,58,73,2751,13112,56020,80894
1894:3,22,58,70,81,162,182,273,294,3092
1911:542,735,837,2656,11262,14636,23013,46047,55670,119971
1912:2328,2832,3148,12451,16258,24464,29826,55080,72587,88116
1913:224,785,1795,2292,2589,3480,5093,5633,18228,102057
1930:97,2733,5361,6033,6673,7029,27625,41356,115291,121703
1932:76,81,1064,1651,3558,3762,12226,18675,30529,44421
1950:15,32,45,73,162,273,294,409,429,3148
1951:2265,3091,4401,5959,9333,19573,35189,56486,67690,86746
1952:3,17,21,65,76,87,162,616,710,1353
2005:3,15,61,76,162,182,273,294,302,409
2017:117445
2025:364,378,1359,3584,3713,6852,17070,25710,27026,71970
2030:669,1580,4348,5382,16246,44591,53919,59164,69872,101022
2034:481,774,1696,3307,7000,8566,11992,22917,29671,43146
2038:96,2397,9930,10807,15718,30631,33947,46663,87306,93694
2046:327,654,8691,14514,20366,22079,24262,49244,52854,80641
2058:124,1412,1803,12597,17944,32515,46750,59100,69940,89351
2068:3,6,8,13,14,15,38,41,48,58
2070:40,225,226,363,364,378,873,3584,29701,120890
2071:6,10,11,14,18,30,54,58,61,162
2072:224,294,345,616,2328,3307,3438,4815,8042,15408
2074:17,22,65,76,94,106,119,131,271,2759
2075:11,15,22,32,40,61,94,162,182,273
2076:
2077:22,39,58,81,138,236,698,776,901,1960
2080:17,58,135,162,236,910,3438,27295,66332,112934
2085:8,84,103,518,542,674,1366,2338,15991,19030
2097:15,22,45,58,73,94,120,285,348,986
2112:8,1462,2379,3423,4017,4194,8283,22871,88915,89740
2115:3,15,45,58,65,70,162,182,273,294
2116:8,58,72,162,273,294,409,866,2881,45428
2123:17,224,294,345,407,616,650,749,1245,1558
2135:385,1163,2935,3092,5636,6257,59439,85577,100813,111590
2141:357,1127,2660,4845,7860,8187,24510,42412,61137,112573
2147:17,30,62,118,236,678,728,3428,78101,99484
2154:84,1462,2379,3423,4017,4194,8283,22871,88915,89740
2160:17,40,61,86,162,285,348,986,2579,2770
2162:17,301,650,1140,1220,1693,4958,8665,30982,39315
2170:15,17,58,162,182,5308,10344,13658,15653,18903
2177:7553,7592,16884,18535,22289,32838,46195,95346,107507,118203
2184:21,65,262,2292,4067,5439,7002,8670,10972,11671
2185:8,18,58,185,463,952,1086,1276,4726,7905
2187:24762,32193,85777
2211:6,81,2733,5361,22919,35338,82823,108329,115309,121161
2223:652,698,2358,2500,4063,6353,33022,46436,53071,103728
2243:22,58,70,81,138,151,245,364,385,1377
2244:17,22,58,162,273,294,409,875,1955,2131
2247:22,58,62,84,162,182,273,294,2751,18973
2250:103,271,361,866,871,1002,1164,3246,51118,51726
2253:669,3681,8916,16246,28493,35499,48138,103065,111410,119847
2260:
2261:3,15,22,45,58,73,2751,13112,56020,80894
2262:
2290:6,10,15,29,30,32,48,120,162,612
2291:3,17,21,65,76,84,612,616,5586,39326
2293:76,361,669,2021,2139,3809,19249,31563,113583,114383
2301:17,32,61,76,119,245,363,1030,1036,3609
2302:30,358,399,1302,3535,4755,10610,12115,45359,48254
2304:1462,2462,4558,8836,10220,21562,32005,46994,57321,87621
2318:3,10,11,15,18,162,294,429,654,669
2325:22,963,2606,2751,3471,6701,10602,13112,56020,80894
2335:39,84,135,236,302,542,612,616,1102,2374
2343:8,44,236,1772,2631,4508,6004,7743,9313,33981
2346:76,2407,2500,2573,2799,2894,3130,3450,3715,4284
2347:182,3378,5117,8401,24806,30368,43085,61997,89752,96910
2348:17,21,40,61,65,94,117,146,385,3092
2362:
2363:135,168,1131,1400,1528,2103,3058,6531,15918,38537
2364:81,245,1002,1744,2407,2792,3098,3363,12093,108358
2369:58,162,182,1446,2703,5254,6353,16159,67710,95668
2373:182,1535,3148,3584,14819,29701,38713,46178,67350,120890
2381:135,285,348,986,2415,2579,2770,4067,5993,6604
2382:22,81,182,1152,1276,2068,2301,2686,3939,5109
2384:616,721,1528,2647,3288,6330,9104,11467,88862,118396
2385:1335,2194,3148,6708,6759,30710,37602,53575,62595,72250
2392:
2393:8,15,22,58,65,70,73,76,81,138
2394:15,22,84,116,182,2751,3150,13112,56020,80894
2395:17,21,40,61,65,616,710,1353,2566,3148
2399:17,101,247,295,774,2318,2582,2711,3107,3172
2405:8,17,22,58,162,182,2751,13112,56020,80894
2407:4308,8976,13051,18287,20225,36342,37838,39682,68282,77271
2408:3,8,29,84,121,210,302,354,598,861
2419:81,1196,4130,9058,10411,11133,19409,27894,50287,78769
2429:62,245,398,4665,4867,10652,15357,36068,87164,121060
2447:2407,3148,5024,6708,6759,30710,37602,53575,62595,72250
2452:674,4741,5577,19473,51270,58614,103729
2453:24054,54974,77645
2454:17,94,450,542,875,891,892,1357,9458,41679
2456:1462,2379,3299,3423,4017,4194,8283,22871,88915,89740
2461:3,22,40,61,146,162,182,273,294,409
2464:48,931,3148,6708,6759,30710,37602,53575,62595,72250
2465:18,39,236,301,542,675,776,901,1245,2436
2469:18,40,58,61,94,146,157,952,1086,1152
2489:81,2500,2566,3876,5923,6531,25094,45108,57367,105894
2491:81,866,3544,4149,4401,4665,4739,8782,18146,52546
2499:76,96,299,347,698,885,2139,3550,10108,21285
2500:32,58,62,143,409,598,669,713,1097,16246
2501:385,2606,2635,3011,3092,4802,6049,6600,6879,39872
2505:15,40,45,58,236,238,401,2374,18937,21344
2510:76,96,299,347,698,885,2139,3550,10108,21285
2515:8,58,65,116,185,361,364,518,4401,6043
2518:3,21,58,65,76,84,162,182,302,3148
2520:70,84,128,188,230,302,2759,5784,70620,75288
2521:22,58,162,182,273,294,2751,13112,56020,80894
2524:22,385,2751,3092,3098,4739,12093,13112,56020,80894
2536:8,333,797,1898,5263,6545,57156,79459,115769
2541:3,39,58,76,947,2881,45428,51725,70531,100663
2547:698,3098,4067,7146,12070,12080,12093,13531,21981,22317
2553:3,21,65,135,168,616,710,1353,1400,3148
2558:8,17,203,813,848,1121,1335,1412,2703,6196
2560:70,76,81,226,353,409,481,535,1460,2894
2563:62,239,245,333,358,361,1002,2566,3098,12093
2573:175,187,262,385,568,1163,12772,15033,19303,120831
2591:
2596:62,81,84,518,720,736,1102,1762,5994,88653
2597:226,848,1348,2333,2436,2509,8072,8261,75868,115031
2601:46,76,199,225,285,372,402,564,616,931
2604:17,62,190,238,254,302,459,1310,7382,70612
2611:6,8,70,385,559,650,931,953,1131,3092
2612:6,10,11,15,17,29,65,70,84,116
2615:29,53,54,72,224,226,230,236,238,564
2625:17,273,1077,7334,7608,7688,14259,15801,71131,102839
2626:28,44,65,70,87,94,124,518,985,1405
2634:327,1190,4023,8226,9043,13408,20163,40294,51889,72220
2636:22,2751,2832,3148,6708,6759,13112,22447,56020,80894
2639:22,225,356,2751,13095,13112,40821,56020,80894,86912
2650:1372,1462,2379,3423,4017,4194,8283,22871,88915,89740
2661:22,86,135,168,1400,1528,2103,3148,6708,6759
2663:94113
2666:875,891,1385,2660,3043,3288,4146,24510,42412,112573
2676:22,225,2751,5308,10344,13112,13658,56020,78944,80894
2689:6,15,17,61,76,81,194,199,225,2465
2693:76,361,493,709,1102,1455,3405,4204,15318,16818
2708:3,40,181,226,311,358,2153,8160,54109,101362
2709:22,29,276,398,668,673,2751,13112,56020,80894
2713:4,135,422,748,984,6097,6693,11698,44667,78858
2715:17,176,199,654,1344,1348,2790,4249,11626,12451
2716:45,866,3699,4176,4308,4917,8984,11695,14595,18024
2727:21,22,58,65,162,182,273,294,616,1335
2730:40,61,70,84,286,684,931,993,1176,100041
2731:3,76,84,162,612,616,1152,2068,2318,2686
2734:44,377,834,1084,2021
2735:22,70,183,226,332,508,544,1991,2680,2751
2737:81,848,3068,3183,4308,10758,39277,44727,75868,91352
2745:287,533,650,892,1558,2583,2894,5975,6075,7926
2746:76,2401,2513,3850,4023,8554,8692,11543,12361,19648
2748:10,155,273,1004,2013,2350,2369,5462,5702,15334
2756:22,135,168,1400,1528,2436,2881,6248,71107,99118
2760:226,433,774,970,1176,1377,1524,1827,2021,2407
2776:2894,4401,4558,5113,5959,7393,9334,10150,19785,26570
2799:422,4802,5024,5113,5854,6879,8069,36630,42292,51092
2802:931,3150,3587,8725,11379,18344,21224,26350,54284,109215
2803:97,189,441,840,3311,3609,4755,9354,11698,40263
2804:1550,2935,20773
2805:1867,2397,2407,2436,2500,2898,2911,3236,3687,7416
2812:101,116,138,162,182,236,273,294,409,1730
2815:385,3092,3176,3544,4308,4818,5586,39326,77271,105614
2827:48,76,361,669,2139,3809,8292,19249,31563,114383
2831:3148,3176,6708,6759,30710,37602,53575,62595,72250,105614
2846:6,11,15,138,220,542,610,2415,5993,6604
2848:168,184,1592,2095,12030,13716,17874,25382,65877,83828
2853:866,947,2911,3131,5431,5446,5847,5980,6761,108469
2854:8,29,1044,1730,7334,18007,77886,84383,87255,119859
2857:21,65,285,348,986,2374,2579,2770,5586,39326
2858:17,29,45,155,236,568,947,1787,27191,27977
2861:6,87,199,330,486,616,654,906,1140,1168
2871:22,86,138,301,2751,2881,5997,13112,56020,80894
2907:87,1152,1589,2068,2686,3915,5997,11734,13905,19345
2912:138,358,564,719,736,1567,1690,2703,5354,9213
2914:30,1991,3578,13660,26295,50395,51275,111767,115486
2924:58,81,180,229,1164,3613,4342,12962,35218,66284
2925:8,2462,6503,8836,10220,21562,32005,46994,57321,87621
2947:17,7090,13523,30760,40379,59943,90169,118428
2951:385,500,698,2092,2358,2500,2943,8093,53071,108454
2959:6,76,306,533,2703,7680,8533,12022,12586,18642
2960:15,17,22,73,238,302,322,13094,22205,24054
2963:17,29,58,70,875,891,6421,9458,24649,41679
2965:2407,2911,4679,5446,5847,6861,8261,18146,24583,83484
2967:18,40,58,61,65,70,94,146,157,224
2970:
2977:1068,2318,2532,2798,2881,5557,5606,5923,24724,118487
2981:9894,51173
2989:219,285,616,832,966,1913,2047,2652,2917,10591
2990:22,2318,2582,2711,2751,3107,3172,13112,56020,80894
3002:81,866,1709,2407,2500,4679,5249,9777,18146,34472
3004:3,18,39,58,76,84,236,302,542,4058
3011:2159,2500,2606,3762,4401,5113,5959,7469,8782,51210
3013:67038
3037:
3038:
3044:58,238,302,1066,1644,14871,17858,18412,37099,56967
3070:17,1603,2260,2856,4308,7151,11500,16573,17701,97934
3081:17,58,70,749,3146,4063,8724,9728,26904,36428
3100:39,40,262,361,658,1345,1730,3150,8859,11379
3102:17,394,866,2589,3416,5093,5586,22610,39326,102057
3105:875,892,1357,2960,3323,4326,6810,10012,18558,24192
3107:17,21,58,65,84,114,237,285,616,24139
3110:482,748,6600,31967,56168,78262,79837,84624,104791,117861
3111:60,94,239,356,650,726,837,13095,40821,86912
3113:463,692,801,2878,4726,8252,17186,19087
3121:3,22,612,1357,1476,1788,2751,13112,56020,80894
3125:22,135,168,1400,2751,3176,13112,56020,80894,105614
3126:225,226,289,970,3450,5932,6625,7657,11486,26360
3129:6,8,32,33,65,361,376,470,669,97808
3139:28,201,224,242,351
3144:6,70,81,180,1164,3613,4342,12962,35218,66284
3152:669,33829,39111
3166:807,947,2500,4679,4739,5249,9498,10652,15786,95322
3167:
3169:273,3039,20114,36518,76375,99765
3170:22,500,2500,3176,4401,5889,26861,94525,101706,105614
3172:1352,2795,2834,6024,6153,11535,85072,88808,99264,116777
3176:8,15,22,23,40,48,734,2751,11178,123028
3183:3,21,22,65,616,2751,3148,13112,56020,80894
3184:61,70,81,84,303,441,603,1102,4087,6981
3193:8,14,18,42,54,1128,1479,1795,1852,2441
3195:361,378,422,748,1435,1790,3288,5841,6693,44667
3220:429,38650
3229:302,1089,1245,1602,49830,57641,77408,86602,113916,115660
3234:199,371,890,1730,5097,5287,10660,12022,18616,96922
3237:1808,3098,4754,5229,5586,7205,12093,14513,36771,65915
3238:236,262,9920,13895,17306,17599,22688,33085,58826,119682
3239:8,17,327,931,1825,2330,8680,33634,33741,34611
3246:6,61,429,533,672,1397,2755,4341,8533,9224
3258:40,44,70,436,638,826,2948,3045,3112,4148
3263:530,554,3438,3884,4372,5662,27295,36327,66332,112934
3264:2318,2635,2798,3011,3438,6049,24724,27295,39872,118487
3277:2422,4117,4292,4949,11962,13185,26460,53672,53856,96010
3279:17,18,39,236,542,776,901,952,9836,13787
3295:17,22,385,866,2407,2751,3092,4058,5586,39326
3305:225,669,875,891,3150,4308,5707,11379,16246,78944
3306:17,189,262,327,342,385,492,500,544,117632
3308:2118,3096,4271,6445,11678,13921,18388,19129,24848,42869
3309:40,65,94,128,131,1913,2265,2717,4586,16539
3319:1351,2757,4058,5510,10758,14931,17227,19624,25030,83484
3320:
3328:287,298,1168,1462,2379,3011,6049,6385,6759,39872
3329:385,3092,3438,3717,3931,5586,27295,39326,66332,112934
3335:
3346:22,39,236,542,776,866,901,2374,18937,21344
3352:17,76,361,394,687,826,1913,2265,10621,109926
3353:285,348,986,2579,2770,2832,16258,24464,29826,88116
